,loss,accuracy,val_loss,val_accuracy
0,1.9577142000198364,0.3765767812728882,1.9666049480438232,0.3505333364009857
1,1.559916615486145,0.4964241087436676,1.7689100503921509,0.4190666675567627
2,1.4419816732406616,0.5329070091247559,1.6563167572021484,0.459199994802475
3,1.3725173473358154,0.5551959872245789,1.5777437686920166,0.4885333478450775
4,1.323358416557312,0.5717921257019043,1.5250177383422852,0.504800021648407
5,1.2855864763259888,0.5826075673103333,1.4722031354904175,0.5253333449363708
6,1.2547976970672607,0.592380940914154,1.4270107746124268,0.5381333231925964
7,1.229122519493103,0.6003992557525635,1.4017308950424194,0.5481333136558533
8,1.2071219682693481,0.6078910827636719,1.3642477989196777,0.5595999956130981
9,1.1881651878356934,0.6138253211975098,1.3447998762130737,0.5667999982833862
10,1.170976996421814,0.6193975806236267,1.3264448642730713,0.5730666518211365
11,1.155237078666687,0.6248162984848022,1.2982791662216187,0.5814666748046875
12,1.140772819519043,0.6295329332351685,1.285426378250122,0.5854666829109192
13,1.127978801727295,0.6331746578216553,1.2608474493026733,0.5899999737739563
14,1.115800380706787,0.6379242539405823,1.2466949224472046,0.5964000225067139
15,1.1042349338531494,0.6419937014579773,1.2262948751449585,0.6028000116348267
16,1.0935970544815063,0.6452515125274658,1.2155547142028809,0.6060000061988831
17,1.0834581851959229,0.6484983563423157,1.1999576091766357,0.609333336353302
18,1.073687195777893,0.6519535779953003,1.1968659162521362,0.6096000075340271
19,1.0649149417877197,0.6545422673225403,1.1832776069641113,0.6137333512306213
