,loss,accuracy,val_loss,val_accuracy
0,1.0447543859481812,0.6657525897026062,1.3400228023529053,0.5934666395187378
1,0.9255891442298889,0.7004146575927734,1.272830605506897,0.6164000034332275
2,0.8975107669830322,0.7089046239852905,1.2094720602035522,0.632266640663147
3,0.8778414726257324,0.7154202461242676,1.171495795249939,0.6407999992370605
4,0.864018976688385,0.7194019556045532,1.1696523427963257,0.6393333077430725
5,0.8533364534378052,0.7232521176338196,1.1541537046432495,0.6462666392326355
6,0.8443328142166138,0.726093053817749,1.1263601779937744,0.6525333523750305
7,0.8368732333183289,0.7291204929351807,1.12224543094635,0.6543999910354614
8,0.8302238583564758,0.7317091822624207,1.090865135192871,0.6641333103179932
9,0.8233909606933594,0.733892023563385,1.0832027196884155,0.6670666933059692
10,0.8178127408027649,0.7354605793952942,1.0679490566253662,0.6694666743278503
11,0.8124663233757019,0.7376543879508972,1.056511640548706,0.6717333197593689
12,0.8072924613952637,0.7392997145652771,1.0437579154968262,0.6737333536148071
13,0.80240398645401,0.7406818270683289,1.0273746252059937,0.6764000058174133
14,0.7984897494316101,0.7418993711471558,1.0220730304718018,0.6790666580200195
15,0.7944295406341553,0.7435337901115417,1.0317612886428833,0.6770666837692261
16,0.7902923822402954,0.7450365424156189,1.0184236764907837,0.6801333427429199
17,0.7864928245544434,0.7459688782691956,1.0308138132095337,0.6770666837692261
18,0.782913327217102,0.7470548152923584,1.011550784111023,0.6818666458129883
19,0.7797195911407471,0.7480859160423279,1.0060207843780518,0.6846666932106018
20,0.7761788964271545,0.7491828203201294,0.9961159229278564,0.6859999895095825
21,0.7730703949928284,0.7500383853912354,0.9858922958374023,0.6886666417121887
22,0.7698786854743958,0.7510365843772888,0.9791327714920044,0.6897333264350891
23,0.7669999599456787,0.7522321939468384,0.9728216528892517,0.6933333277702332
24,0.7643411159515381,0.7532523274421692,0.9777982234954834,0.690933346748352
25,0.761691689491272,0.7536691427230835,0.9809451103210449,0.6885333061218262
26,0.7590875029563904,0.7545137405395508,0.972929060459137,0.6926666498184204
27,0.7563040852546692,0.7558958530426025,0.9690990447998047,0.6935999989509583
28,0.753851056098938,0.756992757320404,0.9696255326271057,0.6934666633605957
29,0.751387894153595,0.7573766708374023,0.957653284072876,0.6961333155632019
30,0.7490115165710449,0.7584845423698425,0.9560868740081787,0.6967999935150146
31,0.7466647624969482,0.7593949437141418,0.9498806595802307,0.6985333561897278
32,0.7444557547569275,0.7597349882125854,0.9501644372940063,0.6977333426475525
33,0.7420474886894226,0.7605905532836914,0.9552416205406189,0.6957333087921143
34,0.7398245334625244,0.7613474130630493,0.9416837692260742,0.7018666863441467
35,0.7378431558609009,0.7619397640228271,0.9369708895683289,0.7013333439826965
36,0.7355971932411194,0.7622688412666321,0.9382007718086243,0.7029333114624023
37,0.733593225479126,0.7632450461387634,0.9400611519813538,0.7018666863441467
38,0.7316245436668396,0.7641006708145142,0.9338379502296448,0.7035999894142151
39,0.7296130657196045,0.7646271586418152,0.9318904280662537,0.7046666741371155
